token	frequency	bucket	is_propn	caps_majority	lemma
tiptoes	1	common_gap	0	0	tiptoes
tissues	1	common_gap	0	0	tissue
toad	1	proper_noun	1	1	toad
toasted	1	common_gap	0	0	toast
toaster	1	common_gap	0	0	toaster
toasting	1	common_gap	0	0	toast
toddled	1	common_gap	0	0	toddle
tokens	1	common_gap	0	0	tokens
toppings	1	common_gap	0	0	topping
toppled	1	common_gap	0	0	topple
tore	1	common_gap	0	0	tore
toss	1	common_gap	0	0	toss
tosses	1	common_gap	0	0	toss
tow	1	proper_noun	1	0	tow
travelling	1	inflection_miss	0	0	travel
traversed	1	common_gap	0	0	traverse
treasue	1	common_gap	0	0	treasue
trekked	1	common_gap	0	0	trek
trigger	1	common_gap	0	0	trigger
triumph	1	common_gap	0	0	triumph
triumphant	1	common_gap	0	0	triumphant
trolley	1	common_gap	0	0	trolley
troublesome	1	common_gap	0	0	troublesome
trundled	1	common_gap	0	0	trundle
truthful	1	common_gap	0	0	truthful
truthfully	1	common_gap	0	0	truthfully
tucking	1	common_gap	0	0	tuck
tucks	1	common_gap	0	0	tuck
tumble	1	common_gap	0	0	tumble
tutu	1	common_gap	0	0	tutu
twirly	1	common_gap	0	0	twirly
twitched	1	common_gap	0	0	twitch
twitching	1	common_gap	0	0	twitch
ufo	1	proper_noun	1	1	ufo
ultimate	1	common_gap	0	0	ultimate
unattended	1	common_gap	0	0	unattended
unbelievably	1	common_gap	0	0	unbelievably
unclean	1	common_gap	0	0	unclean
uncovering	1	common_gap	0	0	uncover
undone	1	common_gap	0	0	undo
undress	1	common_gap	0	0	undress
undying	1	common_gap	0	0	undye
unfreeze	1	common_gap	0	0	unfreeze
unhooked	1	common_gap	0	0	unhooked
unhooking	1	common_gap	0	0	unhook
unicorns	1	common_gap	0	0	unicorns
unimportant	1	common_gap	0	0	unimportant
unity	1	common_gap	0	0	unity
unload	1	common_gap	0	0	unload
unloading	1	common_gap	0	0	unload
unlucky	1	common_gap	0	0	unlucky
unnoticed	1	common_gap	0	0	unnoticed
unpackinng	1	common_gap	0	0	unpackinng
unpleasantly	1	common_gap	0	0	unpleasantly
unstuck	1	common_gap	0	0	unstuck
unwinding	1	common_gap	0	0	unwind
unwrap	1	common_gap	0	0	unwrap
unwraps	1	common_gap	0	0	unwrap
unzip	1	common_gap	0	0	unzip
upside	1	common_gap	0	0	upside
upstream	1	common_gap	0	0	upstream
upwards	1	common_gap	0	0	upwards
urgently	1	common_gap	0	0	urgently
utmost	1	common_gap	0	0	utmost
vacuum	1	common_gap	0	0	vacuum
vendors	1	common_gap	0	0	vendor
ventures	1	common_gap	0	0	venture
venturing	1	common_gap	0	0	venture
vibrate	1	common_gap	0	0	vibrate
vibrations	1	common_gap	0	0	vibration
victor	1	common_gap	0	0	victor
vigorously	1	common_gap	0	0	vigorously
violins	1	common_gap	0	0	violin
virtue	1	common_gap	0	0	virtue
vivid	1	common_gap	0	0	vivid
void	1	common_gap	0	0	void
voyage	1	common_gap	0	0	voyage
wade	1	common_gap	0	0	wade
wading	1	common_gap	0	0	wad
waggly	1	common_gap	0	0	waggly
waggy	1	common_gap	0	0	waggy
wagons	1	common_gap	0	0	wagon
walkway	1	common_gap	0	0	walkway
wanting	1	inflection_miss	0	0	want
wary	1	common_gap	0	0	wary
wasteful	1	common_gap	0	0	wasteful
waver	1	common_gap	0	0	waver
weakening	1	common_gap	0	0	weaken
weaved	1	common_gap	0	0	weave
webs	1	common_gap	0	0	webs
weeds	1	common_gap	0	0	weed
welcomed	1	inflection_miss	0	0	welcome
wetness	1	common_gap	0	0	wetness
wetsuits	1	common_gap	0	0	wetsuit
whacking	1	common_gap	0	0	whack
whales	1	common_gap	0	0	whale
whew	1	proper_noun	0	1	whew
whimpered	1	common_gap	0	0	whimper
whir	1	common_gap	0	0	whir
whirled	1	common_gap	0	0	whirl
whirling	1	common_gap	0	0	whirling
whirr	1	common_gap	0	0	whirr
whirred	1	common_gap	0	0	whir
whisk	1	common_gap	0	0	whisk
whisked	1	common_gap	0	0	whisk
whistles	1	common_gap	0	0	whistle
whiteboard	1	common_gap	0	0	whiteboard
whiteness	1	common_gap	0	0	whiteness
whizzing	1	common_gap	0	0	whiz
whooped	1	common_gap	0	0	whoop
whooshed	1	common_gap	0	0	whoosh
width	1	common_gap	0	0	width
wildflowers	1	common_gap	0	0	wildflower
willingness	1	common_gap	0	0	willingness
windmill	1	common_gap	0	0	windmill
wingbeats	1	common_gap	0	0	wingbeat
wobbling	1	common_gap	0	0	wobble
wonderfully	1	common_gap	0	0	wonderfully
woo	1	proper_noun	1	1	woo
woody	1	common_gap	0	0	woody
wordless	1	common_gap	0	0	wordless
worn	1	inflection_miss	0	0	wear
worriedly	1	common_gap	0	0	worriedly
worrying	1	inflection_miss	0	0	worry
worsened	1	common_gap	0	0	worsen
wrappers	1	common_gap	0	0	wrapper
wrapping	1	inflection_miss	0	0	wrap
wrecked	1	common_gap	0	0	wreck
wriggled	1	common_gap	0	0	wriggle
xhe	1	proper_noun	1	1	xhe
y	1	proper_noun	1	0	y
ya	1	common_gap	0	0	ya
yawns	1	common_gap	0	0	yawn
yea	1	proper_noun	1	1	yea
yearning	1	common_gap	0	0	yearn
yelp	1	common_gap	0	0	yelp
yielded	1	common_gap	0	0	yield
yip	1	common_gap	0	0	yip
yippee	1	proper_noun	1	1	yippee
yummies--	1	common_gap	0	0	yummies--
zigzags	1	common_gap	0	0	zigzag
zooms	1	common_gap	0	0	zoom
